MOUZA2017,ABBITT2011,BORKO2009,BUSS2015,CHAI2013,COHEN2007,CCSSI2010,FIELD2009,GRAHAM2012,HARRIS2009,HOFER2012,HOFER2010,HOOKWAY2008,KAY2006,KINUTHIA2010,KOEHLER2012,KOEHLER2014,LAWLESS2007,LEATHAM2008,LEVINE2006,LUEHMANN2008,LUNENBERG2009,MCGRAIL2011,MISHRA2006,MISHRA2010,MOUZA2009,MOUZA2011,MOUZA2014,MURPHY2004,NCATE2010,NGSS2013,NIESS2005,NIESS2012,NUNNALLY1978,POLLY2010,SCHMIDT2009,SHINAS2013,SHULMAN1987,STAUS2014,STEVENS1996,TONDEUR2012,WHITCOMB1997,YOUNG2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NELSON2017,ANGELI2009,BANDURA1977,CHAU1996,CHEUNG2011,CHEUNG2013,CAEP2016,DAVIS1986,DAVIS1989,DONG2015,ERTMER2010,ERTMER2012,FISHBEIN1977,GRAHAM2011,GREENE2015,GAREL2008,HARRIS2009,HAYES2013,HU2003,HUTCHISON2011,IGBARIA1997,INAN2010A,INAN2010B,ISTE2008,ISTE2016,KOH2013,KOH2011,LEGRIS2003,MA2005,MISHRA206,MOUZA2016,NIESS2005,PAMUK2015,P21CL2007,POPE2002,SCHEPERS2007,SCHMIDT2009,SEMIZ2012,SHULMAN1986,TAMIM2011,TEO2009,TEO2010,TEO2012,TEO2009,TEO2008,USDOE2010,USDOE2016,WANG2004,ZIRKEL2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTTENBREITLEFTWICH2018,ANDERSON2007,BANDURA1977,BRUSH2014,BRUSH2009,CALLAHAN2014,CRESWELL2009,CULLEN2011,ERTMER1999,ERTMER2005,ERTMER2002,ERTMER2010,FRAENKEL2008,GROVE2004,GROVES2009,HALL2010,HARRIS2005,HUGHES2005,HUR2015,ISTE2014,JONASSEN2002,KAGAN1992,KALOTA2012,KAY2006,KIM2008,KOLODNER1992,KOLODNER2004,KRIPPENDORFF2004,LENHART2015,MARSHALL1996,MIMS2006,OLIVER1993,OTTENBREITLEFTWICH2012,PAJARES1992,PELLEGRINO2007,POLLY2010,POPE2002,PT2013,SCHADEWITZ2007,SMARKOLA2007,SOLDAT2009,STRUDLER2002,TEO2008,THARP1996,WEBER1990,YIN1994,ZHOU2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARK2017,BAMBECK2005,BISWAS2001,BROWN2014,DOCHY1999,FIORELLA2015,FREEMAN2000,HOWE2014,KATZLBERGER2005,KELLER1987,KELLER1993,PARK2008,POPHAM2008,RICHARSON2006,RUST1994,SCHELFHOUT2006,SKINNER1994,SPRINTHALL1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARRA2019,BARAN2011,BRENNER2016,CHAI2010,DETERDING2011,FOULGER2017,FREIRE2009,FRENZEL2018,GARRISON2004,GEE1998,GRAZIANO2017,HARGRAVE2000,HODELL2011,HOOKS2003,ISTE2016,KATZ1999,KOEHLER2009,LINCOLN1995,MAI2009,MERRIAM1998,MISHRA2009,NODDINGS1995,PARRA2016,SCHWARTZ2016,TRUST2018,USDOE2017,UMSOE2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLLY2018,AGYEI2011,ANDERSON2000,BELL2013,COFFEY1996,CULLEN2011,DRENT2008,FISHMAN2003,GRAHAM2009,GUSEY2009,HARRIS2009,HERRING2016,HOFER2009,ISTE2016,JANG2010,KENT2017,KIMMONS2018,KOEHLER2007,KOH2014,LAWLESS2007,LEE2014,MAENG2013,MISHRA2006,MOERSCH1995,MOALLEM1998,MOALLEM1998,MOERSCH2010,NMC2014,NMC2017,NIESS2005,NOVAK2004,OTTENBREITLEFTWICH2010,PATTON2014,POLLY2008,POLLY2010,POLLY2011,POLLY2014,POLLY2015,POLLY2016,RICHARDSON2009,SCALISE2011,SCHRUM1999,SMALDINO2014,TONDEUR2012,TROWBRIDGE2008,USDOE2016,WENGLINSKY1998,YOON2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONG2018,ABBITT2014,ALBION1996,ANDERSON2011,BAKIR2015,BAKIR2016,BANAS2014,BANDURA1977,BANDY2018,COFFEY1996,CRESWELL2005,DARLINGHAMMOND2005,DOWNES1993,ERTMER1999,ERTMER2005,ERTMER2010,HEROLD2016,JIMOYIANNIS2010,JOHNSON2012,KAY2006,KIM2013,LEMON2015,LI2016,LI2015,MIMS2006,MERRIAM1998,OTTENBREITLEFTWICH2010,REASON2008,SCHERER2018,USDOE2017,WACHIRA2011,WETZEL209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMAS2019,AACTE2008,AGYEI2015,ANSYARI2015,BAI2008,BELL2013,BORTHWICK2017,COLE1998,DK2015,FINLEY2004,FOULGER2015,FOULGER2017,GILL2017,GLASER1999,GREEN2013,HAMILTON2008,HARE2002,HARRIS2009,KERSAINT203,KOH2011,LABOSKEY2004,LEE2008,LOUIE2003,MISHRA2006,MITCHELL2013,MOURLAM2017,NCTM2014,NIESS2005,NIESS2009,NIESS2015,PINNEGAR1998,POLLY2010,SCHMIDT2009,STREHLE2001,TECLEHAIMANOT2011,TONDEUR2012,TONDEUR2013,USDOE2017,VOOGT2012,WETZEL2014,YILMAZELSAHIN2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAININ2018,ABBITT2011,ANDERSON2007,ANGELI2005,BALL1999,BANDURA1986,BANDURA1997,BARAN2017,BAUER2005,BENTLER1990,BOS2011,BRUCE2015,CARPENTER2016,CAVIN2008,CHAI2010,CHALIES2010,COHEN1969,CORKIN2016,CRESWELL1998,DAGEN2014,DARLINGHAMMOND2005,DESIMONE2009,ERTMER2003,ERTMER2010,FRIEDRICH2016,GRAHAM2009,GROSSMAN2009,GUSKEY2002,HARRIS2011,HARRIS2017,HERRING2016,HOFER2012,HOWARD2015,HU1999,HUTCHISON2012,KLINE2011,KOEHLER2009,KOEHLER2012,KOPCHA2012,LATTA2012,LIAO2017,LORTIE1975,MALE2014,MAOR2017,MARTIN2015,MILES1994,MISHRA2006,MOUZA2014,NIESS2005,SIESS2008,NIESS2012,PAJARES1994,PRENSKY2001,SCHMIDT2009,SCHUNK2009,SHENINGER2017,SHULMAN1986,STEIGER1990,THOMAS2013,THOMPSON200,TONDEUR2017,TRAININ2014,TRAININ2013,WALSER2011,WANG2004,WEPNER2012,WHITTIER2007,WOZNEY2006,WRIGHT2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VASINDA2017,ABBITT2011,AFFORDND,BARAN2014,BENNETT2010,BLACKBOARD2013,BURKE2014,CHANG2012,CHARMAZ2000,CHRISTENSEN1997,CORBIN2015,DRESANG2005,DRESANG2005,DUFOUR1998,EDUARDSEN2011,FOULGER2013,GAVER1991,HARGIS2013,HUGHES2006,ISTE2000,JONES2001,JOHNSON2006,KOEHLER2005,KOEHLER2007,KOUTROPOULOS2011,MCLEOD2008,MCLEAOD2009A,MCLEOD2009B,MISHRA2006,MOUZA2013,POLLY2010,PRENSKY2001,SAMARAWICKREMA2007,SCHUCK2013,SHULMAN1986,SHULMAN1987,THOMPSON2013,VASINDA2015,VASINDA2011,VASINDA2013,VASINDA2015A,VASINDA2005B,ZIKE2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOITHOFER2019,ADAMY2005,ALLISON2000,ALQURASHI2017,BARAN2017,BATES2011,BECUWE2017,BLACKWELL2013,BORKO2007,BROADY2008,BUCCI2003,BULLOUGH2005,CHAI2013,CHEN2010,CHELSEY2012,CHUANG2015,COCHRAN1991,COCHRANSMITH2003,COCHRANSMITH1999,COCHRANSMITH2004,COCHRANSMITH2005,CAEP2015,CAEP2016,DAVEY2013,DEMIRDOGEN2015,DILLMAN2008,DINKELMAN2011,DINKELMAN2006,DOERING2009,DONG2015,DOWNES1993,DOYLE2013,DRENT2008,DUNN1991A,DUNN1991B,DUSICK1998,ELWOOD2015,ERTMER2010,FIGG2017,FOULGER2017,FRIEDMAN2009,GALLAGHER2011,GOKTAS2009,HOFER2012,HORTON2003,ISTE2017,ISTE2016,IZADINIA2014,JANG2012,JUDGE2008,KAUFMAN2015,KAY2006,KAZU2014,KENNEDY2012,KLEINER2007,KOCH2012,KOEHLER2005,KOEHLER2008,KOH2014,KOH2013,KORTHAGEN2000,KOSTER2002,KOSTER2005,KRUMSVIK2008,KRUMSVIK2014,KUKULSKAHULME2012,LAINIER1986,LEE2010,LIANG2013,LIAW2010,LIU2015,LOUGHRAN2014,LU2012,LUNENBERG2014,MATTHEW2002,MISHRA2006,MURRAY2011,MURRAY2005,NELSON2017,NELSON2019,NOVAK1991,NULTY2008,OCONNOR2000,OLIVER1994,OTTENBREITLEFTWICH2012,PAMUK2013,PASTERNAK2016,PEERAER2012,PHUONG2018,SCHMIDT2009,SHULMAN1986,SHULMAN1987,SMITH2005,SNOEK2011,STEVENS2012,STOKESBEVERLY2016,SENNEN2010,THOMAS1994,THOMPSON1995,TONDEUR2017,TONDEUR2012,TONDEUR2012,TONDEUR2016,USDOE2018,VAUGHAN2015,WEINER2007,WGU2018,WIEBE1997,WILLIAMS2014,WILLIAMS2012,WILSON2013,ZEICHNER2002,ZEICHNER2005,ZEICHNER2015
WIMMER2019,AJAYI2011,BLACK2008,CERVETTI2006,CHANDLEROLCOTT2003,COIRO2008,CORBIN2007,CRESWELL2008,DARLINGHAMMOND2005,GEE2015,HUNDLEY2013,HUTCHINSON2011,KALANTZIS2010,KIST2015,KNOBEL2014,LANKSHEAR2006,LEANDER2007,LEU2009,LEWIS2007,LEWIS2004,LUKE2004,LUKE2000,NLG2000,NIXON2013,OBRIEN2005,ROWSELL2008,SCHRAW2008,STOLLE2010,STREET1995,WIMMER2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIPKE2018,BAKIR2015,BAKIR2016,BARMORE2015,BATE2013,BROWN2006,BRUSH2003,CHAI2011,CLARK2012,CUBAN2003,DIEKER2014,ERTMER2010,GRAY2012,HARGRAVE2000,HENSLEY2014,HEROLD2015,HEROLD2016,HUGHES2016,ISTE2008,KARCHMERKLEIN2007,KAY2006,MISHRA2006,MORRIS2010,NAEYC2012,NCTE2013,OTTENBREITLEFTWICH2010,PRESSEY2013,PUENTEDURA2006,RICHARDSON2012,ROMRELL2014,SHULMAN1986,STOBAUGH2011,STUHLMANN1999,THOMPSON2003,YEUNG2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIPKE2019,ABBOT2016,ALTUN2017,ANDERSON2017,AUGUSTIN2017,BANDURA1977,BARMORE2015,BIBI2017,BLACKWELL2013,BROWN2006,BUSTAMANTE2019,CHAEMCHOY2017,CRESWELL2007,CUMMINGS2014,DENG2017,ERTMER1999,ERTMER2010,GONZALEZ2017,HARRIS2017,ISTE2017,KAY2006,KLEINER2007,KOH2017,MARGARYAN2011,MAXWELL2010,MCKENNEY2017,MERRIAM1988,MISHRA2006,MOUZA2014,PADMAVATHI2017,POLLY2010,PUENTEDURA2013,RUGGIERO215,SCHUNK1981,SHULMAN1986,SNAPE2016,STAKE2006,YIN2011,ZOCH2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOELLNER2017,ANDERSON2015,APPLE1990,BALL2000,BALL1988,BENNETT1991,BIERMAN2006,BOOKER2013,BRITZMAN1991,BUDIANSKY2001,CARUS1990,CAVANAUGH2014,CDE2016,CHALL1991,CAEP2013,CURTIS1988,DILAURA2013,DRISCOLL1994,EDDY2011,ELLIOTT1990,EVANS2007,FCC2012A,FCC2012B,FCC2015,GEDDIS1993,GLASER1967,GOODLAD1984,GAO2005,HAMACHEK1969,HITLIN2005,HUTCHINSON1994,ISTE2008,JACKSON2013,JONES2002,FS2012,LORTIE1975,MERZYN1987,MURRAY2004,NPR2012,NIEDERBERGER2012,PT2013,RAINIE2012A,RAINIE2012B,ROMBERG1986,SCHENCKER2013,SCHOLASTIC2013,SOL2012,STEIN2001,STRAUSS1998,THORNDIKE1912,TYSONBERNSTEIN1988,USDOE2010,USDOE2016,UENND,WILLIAMS2013,ZICKUHR2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
